SubmissionDate,start,end,Enumerator,agf,localname,genus,species,newspecies,dbh,height,canopyd,latitude,longitude,altitude,accuracy,key,genus_species,height_m,genusCorr,speciesCorr,meanWD,sdWD,family,AGB
30:38.6,38:00.7,06:38.6,david_makori,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,5,100,50,-1.3235984,37.2190722,1496.7,4.6,uuid:1878d296-fdb5-471a-a1db-d85cb243f013,Acacia drepanolobium,1,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,1.234023231
30:37.7,31:59.1,06:08.0,juliet_onditi,pasture_agroforestry,Whistling thorn,acacia,drepanolobium,no,8,100,30,-1.3236306,37.2191493,1496.6,4.7,uuid:3da1b2bb-f739-4220-9118-c013c633f561,Acacia drepanolobium,1,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,3.088627555
19:51.7,50:32.7,52:21.1,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,25,220,320,-1.282999,35.9740508,1756.7,4.916,uuid:aafa19cc-1fb2-4e34-aa6e-1d9dff71279c,Acacia tortilis,2.2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,61.64776277
19:20.0,35:34.9,37:17.7,david_makori,natural_forest_agroforestry,Acacia,acacia,tortilis,no,25,550,450,-1.2826459,35.9733686,1721.7,4.866,uuid:0f1799ed-a68c-471b-a83c-88e84a120666,Acacia tortilis,5.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,150.7671651
17:30.5,53:46.9,56:13.9,david_makori,pasture_agroforestry,Acacia,acacia,nilotica,no,25,250,350,-1.1068207,35.893873,1942.5,4.72,uuid:8a74f9e0-ba61-4831-80b9-edf4cb2e281d,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,64.25364437
17:24.1,49:31.5,12/10/2024 08:53,david_makori,pasture_agroforestry,Acacia,acacia,nilotica,no,35,650,850,-1.1067244,35.893692,1941.8,4.42,uuid:2563f024-41b1-48e4-a0ef-41bbe76cde26,Acacia nilotica,6.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,314.8862367
36:43.1,45:58.1,47:42.4,juliet_onditi,pasture_agroforestry,Acacia,acacia,mellifera,no,35,250,12,-1.3316612,35.9873658,1517.8,4,uuid:2ae155f1-6c08-4597-8067-433e5e8149bf,Acacia mellifera,2.5,Acacia,mellifera,0.947,0.070823262,Fabaceae,161.1917888
36:36.5,42:43.6,45:48.2,juliet_onditi,pasture_agroforestry,Acacia,acacia,mellifera,no,20,210,6,-1.3317379,35.987292,1518.1,4.12,uuid:1250e0e8-0e80-421f-a413-f63fbbd29022,Acacia mellifera,2.1,Acacia,mellifera,0.947,0.070823262,Fabaceae,45.60676071
36:17.9,38:29.4,39:38.4,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,15,200,10,-1.3320546,35.9873698,1518.1,4.54,uuid:4acb745d-b36c-4d9b-9060-6df2f38f3715,Acacia nilotica,2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,19.06623025
36:13.4,56:50.5,59:58.4,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,50,300,20,-1.106719,35.8934979,1927.1,4.983,uuid:d7948e13-5e99-4ab3-a53e-a8d8eb46c223,Acacia nilotica,3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,297.0224068
35:22.2,23:29.9,27:19.1,sarah_mwangi,pasture_agroforestry,Acay,acacia,xanthophloea,no,80,1200,530,-1.3323291,35.9869987,1514.6,4.96,uuid:41caa896-3f94-40a6-a403-c6d919f6bb66,Acacia xanthophloea,12,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,3010.819774
35:17.1,31:40.3,34:49.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,90,850,400,-1.3320229,35.9868321,1514.4,4.8,uuid:4fcc6a94-abf1-4df2-aaac-3f26a1759960,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,2706.240934
31:43.9,35:30.3,36:47.3,henry_oindi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,47,700,450,-1.2831034,35.9732266,1738.8,4.9,uuid:d04c1c68-a97d-464d-a544-7cfc389126ad,Acacia nilotica,7,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,601.8387206
29:10.4,33:46.2,45:55.2,juliet_onditi,pasture_agroforestry,Acacia,acacia,mellifera,no,12,500,8,-1.332244,35.9873816,1518,4.8,uuid:6ded9e8a-4ad7-42c1-a22b-5315bd8c58d4,Acacia mellifera,5,Acacia,mellifera,0.947,0.070823262,Fabaceae,39.23640062
28:31.7,46:00.4,48:36.8,sarah_mwangi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,30,250,300,-1.2828656,35.9738184,1744.3,4.96,uuid:681d2acc-98cd-4bbf-add7-8e9c0c39c329,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,91.71905206
26:19.8,09:29.9,11:05.0,henry_oindi,natural_forest_agroforestry,Acacia,acacia,drepanolobium,no,18,230,80,-1.1680071,35.9624947,1797.1,4.76,uuid:005c7016-d319-4e12-a9e5-3ee47201714c,Acacia drepanolobium,2.3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,33.90565862
26:16.4,29:29.5,30:57.3,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,6,230,3,-1.2828748,35.973511,1724.5,4.94,uuid:386a82f6-bb1b-4999-8a7e-e5bd26e0ff35,Acacia nilotica,2.3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,3.653650729
25:47.5,26:17.7,27:57.9,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,18,200,6,-1.2827945,35.9736373,1724.4,4.816,uuid:08062b38-357f-4876-9a6a-16eed09f6244,Acacia nilotica,2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,27.21614597
25:39.6,40:35.6,44:23.5,sarah_mwangi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,30,350,300,-1.2827444,35.9737593,1744.2,4.9,uuid:ee5d98e7-5f9b-4a56-b150-fe06eb7626c8,Acacia nilotica,3.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,127.3739217
23:59.0,00:39.2,02:04.4,henry_oindi,natural_forest_agroforestry,Acacia,acacia,drepanolobium,no,6,110,60,-1.1677039,35.9627863,1797.3,4.98,uuid:2e740f07-e7bb-4976-a721-632d952cf048,Acacia drepanolobium,1.1,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,1.93323384
22:17.5,06:55.8,08:12.0,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,nilotica,no,35,500,12,-1.1679274,35.9623671,1798.1,4.96,uuid:49636d6b-8075-456a-a09d-e175bd7e6c18,Acacia nilotica,5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,243.7501921
21:46.9,16:28.5,17:52.6,henry_oindi,pasture_agroforestry,Acacia,acacia,nilotica,no,35,630,470,-1.1064183,35.8932667,1917.2,4.9,uuid:2a52d99c-c6e5-4297-8e5d-732faeabd697,Acacia nilotica,6.3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,305.426432
21:34.6,01:28.9,03:04.6,juliet_onditi,natural_forest_agroforestry,Acacia,acacia,drepanolobium,no,12,300,5,-1.1678625,35.9625265,1797.6,4.583,uuid:3d8e9498-27a4-4ab9-a7f7-8c5488a8ba55,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,19.91434488
20:36.0,15:53.5,17:17.2,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,35,300,8,-1.1059267,35.893565,1926.5,5,uuid:2df7107a-3e0d-45dd-bbb4-6cb165d081de,Acacia nilotica,3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,148.0541506
20:19.0,12:27.7,13:40.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,40,250,10,-1.1061543,35.8937081,1926.5,4.9,uuid:2b30fd0c-15ea-4361-91fe-ab37ea3355b4,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,160.819968
20:12.8,11:13.2,12:24.0,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,30,250,22,-1.1061866,35.8936952,1926.6,4.96,uuid:38098db7-7b56-4d62-8dfd-468d87cfc51c,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,91.71905206
19:52.1,08:40.7,09:54.8,henry_oindi,pasture_agroforestry,Fever tree,acacia,xanthophloea,no,68,860,500,-1.1064796,35.8933223,1918.4,4.6,uuid:08c54486-8195-443e-8340-0fbfcc341438,Acacia xanthophloea,8.6,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1583.799111
19:48.9,08:55.3,09:59.7,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,35,300,15,-1.1062844,35.8935713,1926.7,4.975,uuid:8a4f2cc1-c694-4626-91fe-bd75027f8930,Acacia nilotica,3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,148.0541506
19:32.1,07:40.9,08:51.9,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,30,300,20,-1.1063707,35.8935322,1926.8,4.9,uuid:aea48e94-e396-4441-b755-a00b5e1caf38,Acacia nilotica,3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,109.5823106
19:10.5,05:27.3,07:03.2,henry_oindi,pasture_agroforestry,Acacia,acacia,nilotica,no,54,580,630,-1.1065422,35.8933134,1918.5,3.76,uuid:7fa15f7d-458d-440a-bb1a-a41dac47d815,Acacia nilotica,5.8,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,656.8523541
19:09.3,06:04.6,07:33.5,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,30,250,18,-1.1064165,35.8935058,1926.9,4.9,uuid:8d34e656-8b56-4cf0-9621-7b881a0863e1,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,91.71905206
18:43.3,02:01.9,04:08.3,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,20,200,15,-1.106533,35.8936483,1927,4.5,uuid:b8a1d4ae-b27f-47c8-baa4-3d5de9e3b293,Acacia nilotica,2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,33.43068282
18:35.8,00:27.5,01:55.3,sarah_mwangi,natural_forest_agroforestry,Acacia,acacia,drepanolobium,no,25,300,330,-1.1679167,35.9625933,1790.6,4.2,uuid:1c99f52d-6093-4ad1-bb62-437e3973c8cb,Acacia drepanolobium,3,Acacia,drepanolobium,0.78783128,0.09413391,Fabaceae,83.44169712
18:31.0,00:20.8,01:57.7,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,30,250,15,-1.1066129,35.8934818,1927.1,4.82,uuid:fe482acd-0c81-4c2f-b778-c003948fbc4b,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,91.71905206
17:58.5,12:01.4,24:42.0,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,40,220,330,-1.1059399,35.8937633,1923.4,4.98,uuid:c2e190d5-733d-4602-b5f5-e6fe0b0158a6,Acacia nilotica,2.2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,141.9564269
17:54.7,02:19.8,03:47.1,henry_oindi,pasture_agroforestry,Acacia,acacia,nilotica,no,21,350,220,-1.10668,35.8935067,1917.3,4.3,uuid:3f681e4e-5444-4358-80df-229cfb5fb2da,Acacia nilotica,3.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,63.4909601
17:47.5,08:52.3,11:56.9,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,40,230,230,-1.1058516,35.8939049,1923.2,4.94,uuid:92d9a3dc-9400-4038-b100-55e26d0c5b06,Acacia nilotica,2.3,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,148.2507472
17:26.2,00:19.6,02:14.7,henry_oindi,pasture_agroforestry,Acacia,acacia,nilotica,no,38,600,700,-1.1066786,35.8935183,1917,4.3,uuid:157e5081-bcdc-4a9b-a910-177e82bb3aea,Acacia nilotica,6,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,341.934263
17:20.7,05:18.6,06:53.7,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,35,250,220,-1.1060904,35.8940999,1923.7,4.76,uuid:56cc2320-5e81-48b3-9b2b-95d5ab63c359,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,123.919511
17:14.4,02:47.3,05:13.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,40,250,200,-1.1062732,35.8942293,1923.6,4.95,uuid:529125e4-8c6b-4ccc-9210-1f5797f7d1d7,Acacia nilotica,2.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,160.819968
17:05.6,01:02.5,02:38.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,50,350,350,-1.106895,35.8943683,1924.7,4.4,uuid:fc208e39-3c11-40fb-aad4-898b00cff624,Acacia nilotica,3.5,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,345.2464961
16:55.2,59:22.7,00:59.1,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,55,500,450,-1.1068937,35.8942983,1924.9,4.38,uuid:298796f6-bbac-4bfb-be01-4ad253228db0,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,616.5309782
16:46.5,56:39.2,58:28.0,henry_oindi,pasture_agroforestry,Acacia,acacia,nilotica,no,40,640,400,-1.1068377,35.8935086,1918.5,4.52,uuid:cc4f3ea9-ea71-42ae-b57a-8d70ccdb0792,Acacia nilotica,6.4,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,402.5151003
16:44.3,54:48.8,56:37.7,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,8,220,7,-1.1068245,35.8936316,1927.3,4.92,uuid:9b93b635-e202-4fb2-abe2-40f6509bbd23,Acacia nilotica,2.2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,6.134308467
16:39.7,57:59.0,59:16.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,30,220,200,-1.1071307,35.8944133,1925.1,4.9,uuid:2058850f-6a62-474b-8f64-8ef01c761cc2,Acacia nilotica,2.2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,80.9607729
16:30.8,52:21.4,54:28.9,juliet_onditi,pasture_agroforestry,Acacia,acacia,nilotica,no,10,240,5,-1.1070339,35.8936283,1927.3,4.62,uuid:a12e0e5d-207e-4bf3-baff-08d960a3d1b6,Acacia nilotica,2.4,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,10.32322972
16:13.0,52:38.8,54:11.9,henry_oindi,pasture_agroforestry,Acacia,acacia,nilotica,no,24,520,230,-1.1068717,35.893545,1920.9,4,uuid:82ded00d-91e9-43de-ad77-c9376ed9a97a,Acacia nilotica,5.2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,121.260967
16:05.9,56:24.5,57:54.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,40,220,230,-1.1072233,35.89425,1925.1,5,uuid:ee93257a-3fa2-4079-8dd1-7a4f5bc009b1,Acacia nilotica,2.2,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,141.9564269
15:40.5,52:24.8,53:52.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,nilotica,no,45,400,400,-1.1071136,35.8941485,1925.1,4.56,uuid:2365ea3a-aa19-42f1-b49a-1030df859028,Acacia nilotica,4,Acacia,nilotica,0.723333333,0.070823262,Fabaceae,320.192237
15:33.3,49:30.0,52:19.9,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,55,500,400,-1.1071517,35.894165,1929,4.4,uuid:86ae9c80-fe17-4060-af19-46990ce1383a,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,616.5309782
13:45.6,00:31.9,02:33.5,david_makori,cropland_agroforestry,Acacia,acacia,xanthophloea,no,55,850,450,-0.8572448,35.4048926,1956.6,4.98,uuid:a8f39a24-5d4f-4415-8a77-0c3454d3ae41,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1034.839626
13:39.3,58:08.3,00:25.8,david_makori,cropland_agroforestry,Acacia,acacia,xanthophloea,no,45,750,320,-0.8572017,35.4048233,1956.6,5,uuid:f616175d-3377-4b96-9bd3-8fb4dfcaae48,Acacia xanthophloea,7.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,619.0173602
13:31.5,55:36.0,58:03.9,david_makori,cropland_agroforestry,Acacia,acacia,xanthophloea,no,55,850,450,-0.8571097,35.4048814,1955.9,4.82,uuid:cbe7e2af-863b-48fc-94ec-41d0aee31d4f,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1034.839626
13:24.6,52:22.8,55:32.1,david_makori,cropland_agroforestry,Acacia,acacia,xanthophloea,no,55,850,560,-0.8571149,35.4049459,1904.3,4.9,uuid:8a606178-22cb-4cc9-bbd1-2548fb543706,Acacia xanthophloea,8.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,1034.839626
13:19.2,47:44.1,51:59.2,david_makori,cropland_agroforestry,Acacia,acacia,xanthophloea,no,25,450,350,-0.8569683,35.4050733,1878.4,4.675,uuid:fd3eb3ef-c385-44f1-8d71-8456b24354c1,Acacia xanthophloea,4.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,119.3676157
13:04.2,42:59.0,47:38.5,david_makori,cropland_agroforestry,Acacia,acacia,tortilis,no,20,650,450,-0.8567612,35.405063,1893.8,4.86,uuid:293e93d9-5934-461d-a103-3d947ec9ca0c,Acacia tortilis,6.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,114.8015825
56:06.5,00:30.7,06:10.0,juliet_onditi,pasture_agroforestry,Black wattle,acacia,mearnsii,no,15,450,6,-0.828205,35.4499512,1970,4.3,uuid:ad77f0a1-1ffe-43d7-a631-fc88dbc3cd98,Acacia mearnsii,4.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,38.45398618
52:47.1,02:21.0,03:48.4,juliet_onditi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,20,500,10,-0.8571934,35.4049751,1918.6,4,uuid:648ef56d-4a6a-4185-8277-3abd3762f01e,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,85.58102519
52:19.8,00:40.3,02:16.6,juliet_onditi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,40,500,13,-0.8570817,35.4049767,1918.7,4.9,uuid:09769618-7753-4e65-b708-54e0609d9e58,Acacia xanthophloea,5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,331.1219997
51:58.9,59:26.5,00:34.7,juliet_onditi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,50,550,12,-0.8570567,35.404985,1918.6,4.9,uuid:409f2766-7eff-45cf-a4ce-ffa480836958,Acacia xanthophloea,5.5,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,561.7662479
51:51.7,00:16.4,01:51.7,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,18,150,250,-0.8283016,35.4497671,1977.4,4.9,uuid:fe60e706-d18f-4c3a-a07f-a910beafa450,Acacia tortilis,1.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,22.34039697
51:45.4,57:51.9,59:23.9,juliet_onditi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,50,600,12,-0.8570465,35.4049299,1918.6,4.9,uuid:6bb88735-99a2-47bd-955c-3b032d8fc94e,Acacia xanthophloea,6,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,611.5574734
51:44.4,58:51.1,00:13.8,sarah_mwangi,pasture_agroforestry,Umbrella acacia,acacia,tortilis,no,35,220,240,-0.8280707,35.4498408,1977.4,5,uuid:55fa2941-f9f1-4bb5-93a0-7d8f991e0364,Acacia tortilis,2.2,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,118.8938105
51:33.2,55:49.8,58:47.4,sarah_mwangi,pasture_agroforestry,Black wattle,acacia,mearnsii,no,40,500,300,-0.8278995,35.4498038,1977.6,4.74,uuid:56b2353b-ff96-49f9-9b55-7881d16840f7,Acacia mearnsii,5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,289.128992
51:32.4,55:37.8,57:43.8,juliet_onditi,cropland_agroforestry,Acacia,acacia,tortilis,no,50,500,15,-0.8571169,35.4050383,1918.7,4.52,uuid:da067c33-f62f-4a47-b349-25e62fc89807,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,531.5181018
51:22.4,53:21.5,55:05.6,juliet_onditi,cropland_agroforestry,Acacia,acacia,tortilis,no,60,500,15,-0.856987,35.4051347,1918.6,4.04,uuid:a8f93dd2-31ac-4eb6-95a2-c8479fbaa4da,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,758.7170646
50:43.6,50:40.8,52:26.0,juliet_onditi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,10,300,5,-0.8567533,35.4050783,1922.7,4.7,uuid:acb48e8b-e1cc-4732-88ab-9ecf0288dcf7,Acacia xanthophloea,3,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,13.43515105
50:37.4,44:26.1,46:54.5,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,30,320,300,-0.82804,35.4495983,1977.8,4.9,uuid:6f2386b8-e358-4fc3-bbbb-16cfb75b4725,Acacia xanthophloea,3.2,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,122.162884
50:26.6,42:31.5,44:20.6,sarah_mwangi,pasture_agroforestry,Acacia,acacia,xanthophloea,no,25,400,330,-0.8280206,35.4495699,1977.8,5,uuid:7bc05f4b-e60d-40ef-a08d-f19ab5828dc8,Acacia xanthophloea,4,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,106.4049072
48:54.3,35:26.4,44:33.0,juliet_onditi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,50,700,18,-0.8565474,35.4049967,1915.4,4.76,uuid:77ac8b4f-7588-4e8a-98a4-e96efb50de03,Acacia xanthophloea,7,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,710.8489798
48:44.6,58:56.7,00:21.8,sarah_mwangi,cropland_agroforestry,Acacia,acacia,xanthophloea,no,30,420,200,-0.8570989,35.4047636,1946.9,4.92,uuid:cd5921b2-3fb7-4295-a89a-d04ab91c893a,Acacia xanthophloea,4.2,Acacia,xanthophloea,0.758,0.070823262,Fabaceae,159.2957561
48:24.1,55:24.4,57:18.4,sarah_mwangi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,5,200,40,-0.8570054,35.4050998,1946.6,4.92,uuid:59bc420e-92b2-4a73-9d18-2afd653e80ac,Acacia mearnsii,2,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,2.041129404
48:21.4,30:02.6,44:51.2,juliet_onditi,cropland_agroforestry,Acacia,acacia,tortilis,no,20,500,7,-0.856536,35.4049351,1912.8,4.8,uuid:680cd109-e397-4e9e-be5a-0c7bf3b9648a,Acacia tortilis,5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,88.86672242
48:03.1,52:30.8,55:16.3,sarah_mwangi,cropland_agroforestry,Umbrella acacia,acacia,tortilis,no,55,450,500,-0.8569534,35.4051048,1946.7,4.94,uuid:d9e1eacf-e197-4c99-a4ce-26475bc599e8,Acacia tortilis,4.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,577.6400147
47:53.5,49:35.4,52:27.7,sarah_mwangi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,15,350,80,-0.8566524,35.4052918,1946.7,4.933,uuid:ece246f0-9e73-4f84-b1ed-17ae8e6c3053,Acacia mearnsii,3.5,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,30.08959649
47:46.7,46:46.1,49:32.6,sarah_mwangi,cropland_agroforestry,Black wattle,acacia,mearnsii,no,35,700,220,-0.8565964,35.4052661,1947,4.94,uuid:5d6fa624-5b6b-4815-a16d-8df5c994c56d,Acacia mearnsii,7,Acacia,mearnsii,0.659666667,0.070823262,Fabaceae,309.3943114
15:58.2,01:36.2,03:27.2,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,70,700,350,-0.9174186,35.1097136,1766.3,4.04,uuid:896363de-abcb-452e-ab4a-5aae30330c82,Acacia tortilis,7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1423.576952
15:55.4,59:39.8,01:31.8,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,70,600,300,-0.9173567,35.10968,1761.9,4.9,uuid:e67e37f8-9db1-4cff-924d-e26725647e4e,Acacia tortilis,6,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1224.731482
15:53.1,57:50.7,59:31.9,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,58,430,230,-0.9172645,35.109521,1773.8,2.9,uuid:57b32f97-c933-454b-9d3d-5dd24dc345f5,Acacia tortilis,4.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,612.9295267
15:50.4,55:55.3,57:47.9,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,55,380,250,-0.917188,35.109534,1775.6,3.525,uuid:a0aa6d54-3eb7-4ff8-ae07-0f8bc3f2c972,Acacia tortilis,3.8,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,489.7682719
15:48.4,53:48.0,55:49.0,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,60,550,250,-0.9171302,35.109392,1775.6,4.58,uuid:558d3393-25a8-41d4-b0e0-ab4dbb8ef147,Acacia tortilis,5.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,832.6818775
15:46.1,52:16.0,53:44.3,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,70,530,300,-0.9171333,35.1090983,1776.2,4,uuid:c38d6535-7456-4f6f-bb47-33d0aadd122e,Acacia tortilis,5.3,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1085.071883
15:43.1,50:20.1,52:12.9,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,70,700,350,-0.9171431,35.1091123,1776.5,4.68,uuid:d9852351-fa8a-481f-a95f-0532237bcb89,Acacia tortilis,7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1423.576952
15:41.0,46:53.5,50:17.0,sarah_mwangi,natural_forest_agroforestry,Umbrella acacia,acacia,tortilis,no,70,550,400,-0.9171042,35.1088932,1779.7,4.86,uuid:0bd77646-1c85-48ea-a9ae-9be79e08f0b9,Acacia tortilis,5.5,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1125.017417
10:28.6,04:02.2,05:33.4,henry_oindi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,48,700,400,-0.9168666,35.1093332,1789.9,4.6,uuid:be093ae0-51e9-4925-a232-0a46561b6fa8,Acacia tortilis,7,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,681.6045321
10:20.9,02:25.4,03:37.5,henry_oindi,natural_forest_agroforestry,Acacia,acacia,tortilis,no,62,900,300,-0.916995,35.1092996,1789.8,4.78,uuid:25284e31-584d-40fe-819a-4eebf74e5f98,Acacia tortilis,9,Acacia,tortilis,0.78783128,0.09413391,Fabaceae,1435.565968
