FID,start,Enumerator,Type_of_ag,Polygon_No,Transects,plant_name,plant_na_1,plant_na_2,is_it_new_,plant_DBH,plant_me_Height,plant_me_Canopy,photo_Whol,photo_Cano,photo_Flow,photo_Frui,photo_Trun,external_g,gps_Latitu,gps_Longit,gps_Altitu,gps_Accura,comments,meta_insta,SubmitterI,SubmitterN,Attachment
5293,2024-12-03T14:37:57.395+03:00,judy_akinyi,cropland_agroforestry,11,3,African resin tree,Ozoroa,insignis,no,16,200,80,1733225925110.jpg,1733225931606.jpg,1733225944776.jpg,1733225951091.jpg,1733225957838.jpg, ,-3.9193571,39.5787562,103.652,1.987, ,uuid:864032f6-9dcc-4670-881f-b40a8aab5373,616,Lacuna Data Collectors,5
6036,2024-12-06T13:27:56.815+03:00,judy_akinyi,pasture_agroforestry,25,3,African resin tree,Ozoroa,insignis,no,15,80,70,1733480922854.jpg,1733480930248.jpg,1733480941773.jpg,1733480959116.jpg,1733480983932.jpg, ,-4.2956336,39.4422928,234.956,2.013, ,uuid:32ff4c64-f2e2-4bb3-99c5-eeb5e13bfcb1,616,Lacuna Data Collectors,5
4146,2024-11-19T12:07:53.730+03:00,henry_oindi,cropland_agroforestry,59,1,African satinwood,Zanthoxylum,gilletii,no,30,700,420,1732007330207.jpg,1732007335422.jpg,1732007341229.jpg,1732007346568.jpg,1732007353893.jpg, ,0.1668221,34.8219855,1565.6,4.52, ,uuid:fa4fe79a-931a-43db-983b-cfbb08a29156,616,Lacuna Data Collectors,5
4152,2024-11-19T12:48:58.374+03:00,henry_oindi,cropland_agroforestry,67,1,African satinwood,Zanthoxylum,gilletii,no,32,750,400,1732009821991.jpg,1732009859726.jpg,1732009869777.jpg,1732009888969.jpg,1732009896537.jpg, ,0.1839526,34.768975,1550.5,4.24, ,uuid:a0666e2e-b86e-445a-ad6e-aaa42d6c6fae,616,Lacuna Data Collectors,5
4143,2024-11-19T12:03:42.523+03:00,henry_oindi,cropland_agroforestry,59,1,African satinwood,Zanthoxylum,gilletii,no,26,640,400,1732007074160.jpg,1732007081093.jpg,1732007088886.jpg,1732007095438.jpg,1732007106315.jpg, ,0.1664417,34.8222498,1564.5,5, ,uuid:ab0d11de-979f-4a23-b3fa-727bfa9772ce,616,Lacuna Data Collectors,5
4868,2024-11-22T16:04:54.495+03:00,sarah_mwangi,cropland_agroforestry,75,1,African sausage tree,Kigelia,africana 2,no,150,1500,900,1732280779239.jpg,1732280787570.jpg,1732280799074.jpg,1732280821630.jpg,1732280846502.jpg, ,1.2152202,34.7372802,2050.5,4.8, ,uuid:b5cfe86d-641a-46f9-97b1-0ac61bafdb80,616,Lacuna Data Collectors,5
3618,2024-11-14T16:27:28.633+03:00,sarah_mwangi,natural_forest_agroforestry,47,1,African sausage tree,Kigelia,africana 2,no,150,700,450,1731590996262.jpg,1731591003743.jpg,1731591022464.jpg,1731591036945.jpg,1731591058426.jpg, ,-0.0292048,34.0221783,1132.9,4.78, ,uuid:5e27b9ca-e71f-43af-b819-c8763c12cf10,616,Lacuna Data Collectors,5
4577,2024-11-20T18:24:13.095+03:00,sarah_mwangi,cropland_agroforestry,62,1,African sausage tree,Kigelia,africana 2,no,75,630,430,1732116295602.jpg,1732116300591.jpg,1732116309335.jpg,1732116316048.jpg,1732116532096.jpg, ,0.4587012,34.1677042,1172.6,4.34, ,uuid:32ebf402-b3e3-4da7-af58-1cc26dd99704,616,Lacuna Data Collectors,5
5958,2024-12-07T14:39:07.913+03:00,juliet_onditi,pasture_agroforestry,29,2,African sausage tree,Kigelia,africana 2,no,200,700,30,1733571588231.jpg,1733571592604.jpg,1733571613384.jpg,1733571618139.jpg,1733571628887.jpg, ,-4.4726484,39.1912124,79.261,1.164, ,uuid:00e96759-0432-4027-a642-049c13cd9457,616,Lacuna Data Collectors,5
4837,2024-11-22T15:59:04.248+03:00,juliet_onditi,cropland_agroforestry,75,1,African sausage tree,Kigelia,africana 2,no,80,1400,30,1732281014843.jpg,1732281020466.jpg,1732281029078.jpg,1732281034759.jpg,1732281051802.jpg, ,1.2154064,34.7374124,2101.3,4.86, ,uuid:195e53b7-1c44-4a77-bc49-4f821d033ceb,616,Lacuna Data Collectors,5
4838,2024-11-22T16:11:46.128+03:00,juliet_onditi,cropland_agroforestry,75,1,African sausage tree,Kigelia,africana 2,no,80,1300,30,1732281143705.jpg,1732281151107.jpg,1732281162192.jpg,1732281168755.jpg,1732281176832.jpg, ,1.2155487,34.7373569,2099.3,4.94, ,uuid:8a8f83f6-33d9-48a1-b990-b2cca4c6315d,616,Lacuna Data Collectors,5
4561,2024-11-20T17:30:32.114+03:00,henry_oindi,pasture_agroforestry,61,1,African teak,Milicia,excelsea,no,60,2100,700,1732113094926.jpg,1732113100982.jpg,1732113108740.jpg,1732113114537.jpg,1732113126431.jpg, ,0.5854964,34.212439,1132.4,4.92, ,uuid:3be63c2d-76aa-4afd-a39d-27f2d8edeb0e,616,Lacuna Data Collectors,5
6045,2024-12-04T17:42:07.848+03:00,henry_oindi,cropland_agroforestry,13,3,African teak,Milicia,excelsea,no,80,1200,600,1733323368787.jpg,1733323374599.jpg,1733323380393.jpg,1733323385165.jpg,1733323395647.jpg, ,-3.938887,39.6581237,-21.68,1.281, ,uuid:3b6178e9-5291-4311-9fd9-36bfdfc5bf60,616,Lacuna Data Collectors,5
5618,2024-12-03T14:33:32.100+03:00,juliet_onditi,cropland_agroforestry,11,3,African teak,Milicia,excelsea,no,80,680,300,1733225681512.jpg,1733225690413.jpg,1733225701471.jpg,1733225711762.jpg,1733225726999.jpg, ,-3.9191687,39.5788047,156.719,2.585, ,uuid:b24b7b28-5481-4d3d-8505-097edf027514,616,Lacuna Data Collectors,5
4564,2024-11-20T17:32:49.072+03:00,henry_oindi,pasture_agroforestry,61,1,African teak,Milicia,excelsea,no,34,600,300,1732113221845.jpg,1732113229116.jpg,1732113237476.jpg,1732113245119.jpg,1732113250536.jpg, ,0.5854721,34.2125269,1132.6,5, ,uuid:80883030-6697-413b-a872-54c4dac82e19,616,Lacuna Data Collectors,5
6038,2024-12-04T17:29:29.563+03:00,judy_akinyi,cropland_agroforestry,13,3,African teak,Milicia,excelsea,no,60,1000,200,1733322615787.jpg,1733322625648.jpg,1733322640878.jpg,1733322655300.jpg,1733322663393.jpg, ,-3.9388202,39.6579614,-44.675,2.398, ,uuid:07a87235-042d-45d7-86f3-b25927302825,616,Lacuna Data Collectors,5
5134,2024-11-30T13:31:22.239+03:00,juliet_onditi,cropland_agroforestry,10,3,African teak,Milicia,excelsea,no,150,950,20,1732962769587.jpg,1732962787993.jpg,1732962813497.jpg,1732962822053.jpg,1732962828857.jpg, ,-3.7228394,39.6304387,287.56,1.983, ,uuid:28ce1d5d-0ac6-41cc-b8a8-71e53f01fbc0,616,Lacuna Data Collectors,5
6129,2024-10-09T17:37:47.633+03:00,henry_oindi,cropland_agroforestry,174,2,African tulip,Spathodea,campanulata,no,38,1600,600,1728484706866.jpg,1728484712535.jpg,1728484718933.jpg,1728484725343.jpg,1728484734730.jpg, ,-0.7616241,34.9663707,1957.6,4.7, ,uuid:b0ab5638-23f5-43bc-a589-ead20f8e685a,616,Lacuna Data Collectors,5
1067,2024-07-25T15:55:54.854+03:00,henry_oindi,cropland_agroforestry,97,4,African tulip,Spathodea,campanulata,no,25,800,600,1721912223533.jpg,1721912231682.jpg,1721912247453.jpg,1721912253818.jpg,1721912259280.jpg, ,-1.1493567,37.4422016,1294.3,4.8, ,uuid:4f4732b9-874b-4242-b3b9-b2c78f11ce8b,616,Lacuna Data Collectors,5
6130,2024-10-10T17:22:23.802+03:00,sarah_mwangi,cropland_agroforestry,170,2,African tulip,Spathodea,campanulata,no,90,600,400,1728570252365.jpg,1728570262848.jpg,1728570275920.jpg,1728570283192.jpg,1728570290677.jpg, ,-0.9027357,35.0983619,1829,4.8, ,uuid:737493ab-1c55-4a4b-9faa-b44389ac7a70,616,Lacuna Data Collectors,5
3556,2024-11-14T13:46:24.809+03:00,henry_oindi,cropland_agroforestry,49,1,African tulip,Spathodea,campanulata,no,52,700,400,1731581239913.jpg,1731581251206.jpg,1731581258140.jpg,1731581266282.jpg,1731581272547.jpg, ,-0.0951263,34.3105095,1320.5,4.82, ,uuid:49659b6e-2801-421c-87d6-8137a7b5ed2a,616,Lacuna Data Collectors,5
6128,2024-10-09T17:39:18.672+03:00,sarah_mwangi,cropland_agroforestry,174,2,African tulip,Spathodea,campanulata,no,25,500,350,1728484831994.jpg,1728484840599.jpg,1728484860048.jpg,1728484873257.jpg,1728484879594.jpg, ,-0.7617778,34.9664608,1976.2,3.34, ,uuid:5c7b9074-3c34-4909-974e-a32c2321557e,616,Lacuna Data Collectors,5
1189,2024-08-22T13:46:19.392+03:00,sarah_mwangi,pasture_agroforestry,110,1,Agelanthus,Agelanthus,zixyphifolius,no,32,400,220,1724323642596.jpg,1724323661851.jpg,1724323693126.jpg,1724323727258.jpg,1724323733736.jpg, ,-0.460434,36.5049871,2459.5,4.26, ,uuid:8fdecd56-4012-47fb-8e44-61dcea8c13d9,616,Lacuna Data Collectors,5
5328,2024-12-03T17:38:12.520+03:00,judy_akinyi,cropland_agroforestry,17,3,Albizia,Albizia,zygia,no,5,1200,400,1733236791008.jpg,1733236810754.jpg,1733236831526.jpg,1733236845565.jpg,1733236863739.jpg, ,-3.9787027,39.6558772,10.76,3.236, ,uuid:7228be86-5166-4ab3-aa18-c69b2b3b6f6d,616,Lacuna Data Collectors,5
5329,2024-12-03T17:41:23.476+03:00,juliet_onditi,cropland_agroforestry,17,3,Albizia,Albizia,zygia,no,60,800,300,1733236999041.jpg,1733237010949.jpg,1733236964390.jpg,1733236969690.jpg,1733236985603.jpg, ,-3.9788853,39.6557459,-73.678,1.087, ,uuid:534e1238-45ec-4b8f-946f-f2dae31487f5,616,Lacuna Data Collectors,5
4405,2024-11-20T12:29:48.144+03:00,juliet_onditi,homestead_agroforestry,69,1,Albizia,Albizia,zygia,no,50,800,300,1732095057678.jpg,1732095065233.jpg,1732095075027.jpg,1732095082444.jpg,1732095091787.jpg, ,0.5798313,34.8027029,1605.4,4.9, ,uuid:b750e1ac-29bf-432d-b8e7-1a16faab00a5,616,Lacuna Data Collectors,5
4400,2024-11-20T12:24:20.112+03:00,juliet_onditi,homestead_agroforestry,69,1,Albizia,Albizia,zygia,no,50,900,100,1732094863127.jpg,1732094870440.jpg,1732094879619.jpg,1732094886391.jpg,1732094902767.jpg, ,0.57993,34.803065,1651.4,4.983, ,uuid:ea0cf908-2822-4f25-b28d-5d4b8100c0b8,616,Lacuna Data Collectors,5
4418,2024-11-20T12:38:45.955+03:00,juliet_onditi,homestead_agroforestry,69,1,Albizia,Albizia,zygia,no,100,800,22,1732095589758.jpg,1732095596552.jpg,1732095632770.jpg,1732095640149.jpg,1732095654285.jpg, ,0.5799901,34.8029795,1604.8,4.92, ,uuid:899da9de-0af9-425d-b45c-2a6204fcbc72,616,Lacuna Data Collectors,5
6060,2024-12-03T17:44:42.153+03:00,juliet_onditi,cropland_agroforestry,17,3,Albizia,Albizia,zygia,no,90,1020,20,1733237196756.jpg,1733237129703.jpg,1733237139020.jpg,1733237146705.jpg,1733237151101.jpg, ,-3.9789132,39.6557775,-70.739,1.646, ,uuid:497ce666-9a23-4802-8d7c-5304b2c07a4e,616,Lacuna Data Collectors,5
6131,2024-10-11T16:56:45.256+03:00,juliet_onditi,cropland_agroforestry,165,1,Angel's trumpet,Brugmansia,versicolor,no,10,300,100,1728655155525.jpg,1728655162164.jpg,1728655180541.jpg,1728655189770.jpg,1728655197003.jpg, ,-0.8557638,35.5288162,2133.6,4.833, ,uuid:a9d4b882-d7c0-43d0-9f92-40f3d937bb37,616,Lacuna Data Collectors,5
1190,2024-08-26T13:20:35.001+03:00,roy_spenser,cropland_agroforestry,135,4,Apple,Malus,pumila,no,35,800,500,1724667727619.jpg,1724667737942.jpg,1724667755309.jpg,1724667782876.jpg,1724667818405.jpg, ,-0.0180777,37.7814591,1107.2,4.6, ,uuid:00d57cf8-6ee4-412a-9460-a78d3e62bd49,616,Lacuna Data Collectors,5
750,2024-07-26T10:13:43.277+03:00,henry_oindi,cropland_agroforestry,99,4,Apple,Malus,sylvestris,no,15,250,150,1721978065476.jpg,1721978071248.jpg,1721978076970.jpg,1721978082782.jpg,1721978088447.jpg, ,-1.4809817,37.31494,1857.3,4.7, ,uuid:ff50d11a-187f-4b4b-9959-e888c30a51b9,616,Lacuna Data Collectors,5
748,2024-07-26T10:11:52.800+03:00,henry_oindi,cropland_agroforestry,99,4,Apple,Malus,sylvestris,no,20,350,120,1721977964101.jpg,1721977972422.jpg,1721977984075.jpg,1721977990861.jpg,1721977996045.jpg, ,-1.4809761,37.314935,1857.5,4.8, ,uuid:5f8c017a-4b51-409e-b137-ab140ce9b27e,616,Lacuna Data Collectors,5
749,2024-07-26T10:17:21.901+03:00,henry_oindi,cropland_agroforestry,99,4,Apple,Malus,sylvestris,no,18,200,120,1721978293142.jpg,1721978321581.jpg,1721978333285.jpg,1721978341197.jpg,1721978350265.jpg, ,-1.4810485,37.3148195,1856.9,4.94, ,uuid:0d08f58a-e43f-4e09-b314-4eb789ba25ce,616,Lacuna Data Collectors,5
751,2024-07-26T10:15:04.495+03:00,henry_oindi,cropland_agroforestry,99,4,Apple,Malus,sylvestris,no,10,150,80,1721978171211.jpg,1721978190080.jpg,1721978197484.jpg,1721978204170.jpg,1721978213434.jpg, ,-1.4810086,37.3148706,1857.2,4.92, ,uuid:94379de9-28f7-4f68-b66f-1b2015b14143,616,Lacuna Data Collectors,5
6133,2024-10-11T16:50:42.871+03:00,henry_oindi,cropland_agroforestry,165,1,Argentine senna,Senna,corymbosa,no,36,350,200,1728654698050.jpg,1728654704287.jpg,1728654710490.jpg,1728654719619.jpg,1728654725646.jpg, ,-0.8559979,35.5287487,2146,4.86, ,uuid:7a87a319-8d5c-4d6c-9e2f-1599f2bfc708,616,Lacuna Data Collectors,5
6132,2024-10-11T16:45:23.324+03:00,henry_oindi,cropland_agroforestry,165,1,Argentine senna,Senna,corymbosa,no,26,460,180,1728654415662.jpg,1728654421845.jpg,1728654429381.jpg,1728654438474.jpg,1728654444675.jpg, ,-0.8558262,35.5289296,2145.1,4.98, ,uuid:839bf35e-9ce5-4063-a8d3-54753be22b54,616,Lacuna Data Collectors,5
6136,2024-10-12T14:18:08.452+03:00,henry_oindi,natural_forest_agroforestry,163,1,Arrow poison tree,Acokanthera,schimperi,no,60,720,600,1728731931299.jpg,1728731939404.jpg,1728731947054.jpg,1728731953809.jpg,1728731961941.jpg, ,-1.1681143,35.9624365,1797.4,4.925, ,uuid:5683ae69-48b3-46c9-9153-6eac5cb45f25,616,Lacuna Data Collectors,5
6135,2024-10-12T16:35:55.130+03:00,henry_oindi,natural_forest_agroforestry,161,2,Arrow poison tree,Acokanthera,schimperi,no,32,480,600,1728740209715.jpg,1728740215059.jpg,1728740220558.jpg,1728740228393.jpg,1728740237294.jpg, ,-1.332537,35.9874244,1534.4,5, ,uuid:46a114f3-dbbf-4bb1-b904-3a45a38c4c12,616,Lacuna Data Collectors,5
6137,2024-10-12T12:15:07.899+03:00,henry_oindi,pasture_agroforestry,164,1,Arrow poison tree,Acokanthera,schimperi,no,57,640,460,1728724549773.jpg,1728724555205.jpg,1728724561039.jpg,1728724567303.jpg,1728724573743.jpg, ,-1.1064317,35.8932683,1917.1,4.1, ,uuid:3904a44a-b54e-4a73-ac3a-05d87c171525,616,Lacuna Data Collectors,5
6134,2024-10-12T12:10:34.870+03:00,henry_oindi,pasture_agroforestry,164,1,Arrow poison tree,Acokanthera,schimperi,no,40,740,380,1728724364159.jpg,1728724377904.jpg,1728724385878.jpg,1728724392326.jpg,1728724403463.jpg, ,-1.1064322,35.8932695,1917.2,3.76, ,uuid:3c92605b-bd79-47a2-b04f-ed602558f201,616,Lacuna Data Collectors,5
4895,2024-11-28T12:06:56.942+03:00,juliet_onditi,natural_forest_agroforestry,3,3,Asparagus,Asparagus,africanus,no,5,100,100,1732784846825.jpg,1732784853656.jpg,1732784867654.jpg,1732784876767.jpg,1732784891994.jpg, ,-1.4506544,39.9119947,63.37,0.876, ,uuid:f11c1022-c0e3-446a-8575-a64836e81952,616,Lacuna Data Collectors,5
3937,2024-11-16T14:53:31.799+03:00,henry_oindi,pasture_agroforestry,43,1,Assyrian plum,Cordia,myxa,no,60,800,600,1731758111891.jpg,1731758118312.jpg,1731758131951.jpg,1731758141846.jpg,1731758146861.jpg, ,-0.0800547,34.9759258,1185,4.28, ,uuid:3fc7b792-f0f6-44e8-be62-d78b6fafaa5c,616,Lacuna Data Collectors,5
3926,2024-11-16T14:41:48.113+03:00,henry_oindi,pasture_agroforestry,43,1,Assyrian plum,Cordia,myxa,no,40,550,400,1731757345427.jpg,1731757352153.jpg,1731757359400.jpg,1731757366508.jpg,1731757374299.jpg, ,-0.0796471,34.9758747,1186.5,4.8, ,uuid:f6450cd3-590e-40ba-a6bf-3882c0aeee02,616,Lacuna Data Collectors,5
1198,2024-08-22T13:36:13.525+03:00,sarah_mwangi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,150,1600,900,1724323099419.jpg,1724323113234.jpg,1724323133062.jpg,1724323147171.jpg,1724323161456.jpg, ,-0.4603003,36.5049442,2444.4,4.96, ,uuid:e11b95cd-2ecd-4159-8f3f-f42b8f0acc0c,616,Lacuna Data Collectors,5
1196,2024-08-22T13:36:45.120+03:00,roy_spenser,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,45,2500,800,1724323216637.jpg,1724323230229.jpg,1724323248607.jpg,1724323261388.jpg,1724323269621.jpg, ,-0.4602184,36.5049877,2482.1,4.9,pasture agroforestry,uuid:667cd700-a00e-42d7-ad44-47591f729b4d,616,Lacuna Data Collectors,5
1197,2024-08-22T13:42:39.150+03:00,roy_spenser,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,45,2000,800,1724323449966.jpg,1724323462663.jpg,1724323476299.jpg,1724323489563.jpg,1724323505161.jpg, ,-0.4603244,36.5049043,2482.1,4.92,pasture agroforestry,uuid:7d3022b9-afe2-406e-b5b0-ee524dc04b99,616,Lacuna Data Collectors,5
1195,2024-08-22T13:45:21.970+03:00,david_makori,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,75,1450,670,1724323587408.jpg,1724323596037.jpg,1724323613122.jpg,1724323622197.jpg,1724323633952.jpg, ,-0.4601865,36.5052369,2482.4,4.75, ,uuid:a98ffaa8-74db-4b94-a112-16946304a20b,616,Lacuna Data Collectors,5
1203,2024-08-22T13:43:53.693+03:00,sarah_mwangi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,72,530,600,1724323477021.jpg,1724323488372.jpg,1724323504723.jpg,1724323526459.jpg,1724323532965.jpg, ,-0.4604448,36.5051862,2458.7,3.95, ,uuid:6f4e533a-5dee-4bea-90d3-7e4ed67cfd00,616,Lacuna Data Collectors,5
1194,2024-08-22T13:42:28.979+03:00,david_makori,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,85,1350,560,1724323439863.jpg,1724323446497.jpg,1724323458649.jpg,1724323466518.jpg,1724323483411.jpg, ,-0.4603563,36.50535,2482.2,4.88, ,uuid:1ffa9d7f-ca61-43e1-80fb-6e19876d4708,616,Lacuna Data Collectors,5
1192,2024-08-22T13:38:34.925+03:00,david_makori,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,75,980,560,1724323214116.jpg,1724323221488.jpg,1724323240379.jpg,1724323268111.jpg,1724323278628.jpg, ,-0.4602264,36.5051768,2482,4.983, ,uuid:7a74ebf8-a94b-4797-869c-4e257134d7cc,616,Lacuna Data Collectors,5
1204,2024-08-22T13:52:00.067+03:00,sarah_mwangi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,45,510,550,1724324031726.jpg,1724324040709.jpg,1724324058253.jpg,1724324066785.jpg,1724324073962.jpg, ,-0.4604682,36.5044229,2453.7,4.74, ,uuid:60e50984-202b-47df-9245-115a8ab13bee,616,Lacuna Data Collectors,5
1207,2024-08-22T13:50:52.066+03:00,judy_akinyi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,100,1200,500,1724323925125.jpg,1724323939575.jpg,1724323955814.jpg,1724323967504.jpg,1724323986118.jpg, ,-0.460371,36.5043394,2446.8,3.45, ,uuid:5dcf9a5d-4d18-4126-b615-031a35b140b6,616,Lacuna Data Collectors,5
1205,2024-08-29T13:22:58.719+03:00,roy_spenser,pasture_agroforestry,120,4,Australian blackwood,Acacia,melanoxylon,no,30,1200,500,1724927014783.jpg,1724927020871.jpg,1724927037751.jpg,1724927046018.jpg,1724927066451.jpg, ,-0.4589535,36.8592117,2280.8,3.1, ,uuid:969279a6-fbca-4690-a7a6-cde7b2f16e02,616,Lacuna Data Collectors,5
1193,2024-08-29T13:26:01.738+03:00,judy_akinyi,pasture_agroforestry,120,4,Australian blackwood,Acacia,melanoxylon,no,40,600,450,1724927252100.jpg,1724927262391.jpg,1724927282905.jpg,1724927290196.jpg,1724927299797.jpg, ,-0.4587333,36.8588326,2254,4.78, ,uuid:46aa314d-fcd4-413d-b643-cc2896869764,616,Lacuna Data Collectors,5
1199,2024-08-22T13:36:38.549+03:00,judy_akinyi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,45,500,420,1724323119949.jpg,1724323131202.jpg,1724323147016.jpg,1724323158025.jpg,1724323172686.jpg, ,-0.4602534,36.50483,2460.6,2.425, ,uuid:2a544b41-acf2-48f2-80f3-3c937c3f1e13,616,Lacuna Data Collectors,5
1191,2024-08-22T13:43:07.047+03:00,henry_oindi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,46,1200,400,1724323470673.jpg,1724323478782.jpg,1724323490433.jpg,1724323497561.jpg,1724323503996.jpg, ,-0.4601805,36.5051877,2461,4.8, ,uuid:12c1506c-308e-48f6-acff-f04a0439fc95,616,Lacuna Data Collectors,5
1202,2024-08-29T13:16:44.078+03:00,roy_spenser,pasture_agroforestry,120,4,Australian blackwood,Acacia,melanoxylon,no,25,1200,400,1724926740586.jpg,1724926755905.jpg,1724926764443.jpg,1724926772737.jpg,1724926778748.jpg, ,-0.4584966,36.8589381,2281.3,4.55, ,uuid:0a7fa3bc-0702-44d0-820d-568a3979715b,616,Lacuna Data Collectors,5
1206,2024-08-22T13:47:35.853+03:00,judy_akinyi,pasture_agroforestry,110,1,Australian blackwood,Acacia,melanoxylon,no,75,900,350,1724323728537.jpg,1724323745213.jpg,1724323763542.jpg,1724323774077.jpg,1724323792014.jpg, ,-0.460148,36.5045176,2446.9,2.475, ,uuid:a2758b00-5125-4b54-a3ea-74c2df3063a5,616,Lacuna Data Collectors,5
1200,2024-08-29T12:53:57.871+03:00,sarah_mwangi,pasture_agroforestry,120,4,Australian blackwood,Acacia,melanoxylon,no,45,700,300,1724925382514.jpg,1724925390057.jpg,1724925398091.jpg,1724925405070.jpg,1724925411426.jpg, ,-0.4576479,36.8586803,2277.5,4.7, ,uuid:41d2f413-4bcd-4e1c-ab70-41de8156c1ab,616,Lacuna Data Collectors,5
1201,2024-08-31T16:20:37.619+03:00,judy_akinyi,natural_forest_agroforestry,156,4,Australian blackwood,Acacia,melanoxylon,no,20,350,300,1725110601831.jpg,1725110608183.jpg,1725110620830.jpg,1725110626538.jpg,1725110635772.jpg, ,-0.8141107,37.2529117,1081.1,3.9, ,uuid:f367f58d-9d00-4070-9a8f-9b89af618621,616,Lacuna Data Collectors,5
1224,2024-08-21T10:44:47.998+03:00,sarah_mwangi,cropland_agroforestry,107,4,Avocado,Persea,americana,no,250,800,1500,1724226446965.jpg,1724226466789.jpg,1724226479253.jpg,1724226488082.jpg,1724226499754.jpg, ,-1.0284806,36.9314833,1626.4,4.96, ,uuid:9dd2b07a-cc37-415a-ad8c-4d81dd10ee2e,616,Lacuna Data Collectors,5
943,2024-07-26T09:44:54.655+03:00,henry_oindi,cropland_agroforestry,99,4,Avocado,Persia,americana,no,50,750,1300,1721976364784.jpg,1721976373527.jpg,1721976385738.jpg,1721976392045.jpg,1721976399327.jpg, ,-1.48113,37.3148329,1805.4,4.7, ,uuid:8f122a7b-ce9a-46db-8595-ad4694d315fa,616,Lacuna Data Collectors,5
1233,2024-08-30T18:41:39.303+03:00,roy_spenser,cropland_agroforestry,155,4,Avocado,Persea,americana,no,100,900,1200,1725032551250.jpg,1725032564747.jpg,1725032579622.jpg,1725032600306.jpg,1725032613276.jpg, ,-0.8080888,36.8943727,1987.4,4.86, ,uuid:0eafdeb9-f4e2-416e-92d1-e1dca52155c9,616,Lacuna Data Collectors,5
1225,2024-08-21T10:50:08.750+03:00,david_makori,cropland_agroforestry,107,4,Avocado,Persea,americana,no,82,920,1200,1724226764071.jpg,1724226775084.jpg,1724226786129.jpg,1724226829038.jpg,1724226847417.jpg, ,-1.0286665,36.9312948,1667.5,4.95, ,uuid:78e496e3-70c2-432f-87d5-f09c1c1078b0,616,Lacuna Data Collectors,5
1304,2024-08-26T12:59:35.390+03:00,roy_spenser,cropland_agroforestry,135,4,Avocado,Persea,americana,no,50,1300,1200,1724666416818.jpg,1724666423702.jpg,1724666435855.jpg,1724666452896.jpg,1724666463107.jpg, ,-0.017704,37.7820045,1107.7,4.9, ,uuid:a4b68e54-9eb6-4339-8647-3780d5b5ee2c,616,Lacuna Data Collectors,5
940,2024-07-26T09:39:17.836+03:00,henry_oindi,cropland_agroforestry,99,4,Avocado,Persia,americana,no,70,700,1000,1721976025349.jpg,1721976036398.jpg,1721976047642.jpg,1721976056945.jpg,1721976068125.jpg, ,-1.4811154,37.3149757,1805.7,4.96, ,uuid:539e6d49-3b29-4666-878c-234e8714b84c,616,Lacuna Data Collectors,5
1257,2024-08-28T15:01:50.180+03:00,judy_akinyi,cropland_agroforestry,147,4,Avocado,Persea,americana,no,130,1300,900,1724846592235.jpg,1724846598136.jpg,1724846610186.jpg,1724846618723.jpg,1724846626538.jpg, ,-0.4657857,37.2535393,1696.9,4.3, ,uuid:e2e976b1-8256-43e4-bb62-edd14db118d3,616,Lacuna Data Collectors,5
3390,2024-11-12T17:18:17.568+03:00,sarah_mwangi,natural_forest_agroforestry,36,2,Avocado,Persea,americana,no,100,1300,900,1731421153649.jpg,1731421162425.jpg,1731421176492.jpg,1731421183834.jpg,1731421190385.jpg, ,-0.5572302,34.6423982,1376.4,4.86,Planted,uuid:69625d98-d06c-448c-b1bd-9d9d5c8b82a8,616,Lacuna Data Collectors,5
1265,2024-08-29T11:51:43.478+03:00,sarah_mwangi,cropland_agroforestry,119,4,Avocado,Persea,americana,no,90,800,900,1724921534008.jpg,1724921541499.jpg,1724921551197.jpg,1724921556733.jpg,1724921567939.jpg, ,-0.439964,36.9080324,1998.6,5, ,uuid:954b4fce-1c8a-4a2c-a508-7c383c69c2cf,616,Lacuna Data Collectors,5
1310,2024-08-29T14:50:41.282+03:00,roy_spenser,cropland_agroforestry,158,4,Avocado,Persea,americana,no,40,1700,900,1724932302903.jpg,1724932311768.jpg,1724932335556.jpg,1724932347862.jpg,1724932366169.jpg, ,-0.4667949,36.9384488,1827.8,4.875, ,uuid:80799162-f6f9-4421-b4bc-b5e6c03824ef,616,Lacuna Data Collectors,5
1309,2024-08-29T11:46:27.989+03:00,roy_spenser,cropland_agroforestry,119,4,Avocado,Persea,americana,no,35,1100,900,1724921227216.jpg,1724921234914.jpg,1724921244596.jpg,1724921260868.jpg,1724921270945.jpg, ,-0.4402058,36.9083233,1974.2,4.96, ,uuid:b96ef36c-a40f-47f1-a1fc-a8f7aefc6f88,616,Lacuna Data Collectors,5
